0_0: PFC10_API0036
1_6128: TGME49_234610
1_6129: TGME49_234625
1_6130: TGME49_234640
1_6131: TGME49_234670
1_6132: TGME49_234900
1_6133: TGME49_234930
1_6134: TGME49_234940
1_6135: TGME49_234950
1_6136: TGME49_234970
1_6137: TGME49_234980
1_6138: TGME49_234990
1_6139: TGME49_235000
1_6140: TGME49_235010
1_6141: TGME49_235020
1_6142: TGME49_235130
1_6143: TGME49_235140
1_6144: TGME49_235150
1_6145: TGME49_235160
1_6146: TGME49_235170
1_6147: TGME49_235180
1_6148: TGME49_235183
1_6149: TGME49_235187
1_6150: TGME49_235190
1_6151: TGME49_235200
1_6152: TGME49_235315
1_6153: TGME49_235340
1_6154: TGME49_235350
1_6155: TGME49_235360
1_6156: TGME49_235370
1_6157: TGME49_235380
1_6158: TGME49_235390
1_6159: TGME49_235398
1_6160: TGME49_235402
1_6161: TGME49_235420
1_6162: TGME49_235430
1_6163: TGME49_235440
1_6164: TGME49_235450
1_6165: TGME49_235460
1_6166: TGME49_235470
1_6167: TGME49_235478
1_6168: TGME49_235490
1_6169: TGME49_235500
1_6170: TGME49_235515
1_6171: TGME49_235540
1_6172: TGME49_235550
1_6173: TGME49_235560
1_6174: TGME49_235580
1_6175: TGME49_235590
1_6176: TGME49_235600
1_6177: TGME49_235610
1_6178: TGME49_235620
1_6179: TGME49_235630
1_6180: TGME49_235635
1_6181: TGME49_235640
1_6182: TGME49_235650
1_6183: TGME49_235660
1_6184: TGME49_235670
1_6185: TGME49_235680
1_6186: TGME49_235690
1_6187: TGME49_235700
1_6188: TGME49_235710
1_6189: TGME49_235720
1_6190: TGME49_235730
1_6191: TGME49_235740
1_6192: TGME49_235750
1_6193: TGME49_235860
1_6194: TGME49_235870
1_6195: TGME49_235875
1_6196: TGME49_235880
1_6197: TGME49_235890
1_6198: TGME49_235905
1_6199: TGME49_235920
1_6200: TGME49_235930
1_6201: TGME49_235940
1_6202: TGME49_235950
1_6203: TGME49_235960
1_6204: TGME49_235970
1_6205: TGME49_235980
1_6206: TGME49_235990
1_6207: TGME49_236000
1_6208: TGME49_236010
1_6209: TGME49_236020
1_6210: TGME49_236030
1_6211: TGME49_236040
1_6212: TGME49_236050
1_6213: TGME49_236060
1_6214: TGME49_236070
1_6215: TGME49_236080
1_6216: TGME49_236110
1_6217: TGME49_236120
1_6218: TGME49_236130
1_6219: TGME49_236140
1_6220: TGME49_236150
1_6221: TGME49_236160
1_6222: TGME49_236190
1_6223: TGME49_236200
1_6224: TGME49_236210
1_6225: TGME49_236220
1_6226: TGME49_236230
1_6227: TGME49_236240
1_6228: TGME49_236250
1_6229: TGME49_236260
1_6230: TGME49_236270
1_6231: TGME49_236280
1_6232: TGME49_236290
1_6233: TGME49_236400
1_6234: TGME49_236510
1_6235: TGME49_236520
1_6236: TGME49_236530
1_6237: TGME49_236540
1_6238: TGME49_236550
1_6239: TGME49_236560
1_6240: TGME49_236570
1_6241: TGME49_236580
1_6242: TGME49_236595
1_6243: TGME49_236620
1_6244: TGME49_236630
1_6245: TGME49_236635
1_6246: TGME49_236640
1_6247: TGME49_236650
1_6248: TGME49_236660
1_6249: TGME49_236670
1_6250: TGME49_236780
1_6251: TGME49_236790
1_6252: TGME49_236800
1_6253: TGME49_236820
1_6254: TGME49_236830
1_6255: TGME49_236840
1_6256: TGME49_236850
1_6257: TGME49_236860
1_6258: TGME49_236870
1_6259: TGME49_236880
1_6260: TGME49_236890
1_6261: TGME49_236900
1_6262: TGME49_236910
1_6263: TGME49_236920
1_6264: TGME49_236930
1_6265: TGME49_236940
1_6266: TGME49_236950
1_6267: TGME49_236960
1_6268: TGME49_236970
1_6269: TGME49_236975
1_6270: TGME49_236980
1_6271: TGME49_236990
1_6272: TGME49_237000
1_6273: TGME49_237010
1_6274: TGME49_237015
1_6275: TGME49_237020
1_6276: TGME49_237045
1_6277: TGME49_237060
1_6278: TGME49_237070
1_6279: TGME49_237080
1_6280: TGME49_237090
1_6281: TGME49_237100
1_6282: TGME49_237110
1_6283: TGME49_237120
1_6284: TGME49_237130
1_6285: TGME49_237140
1_6286: TGME49_237150
1_6287: TGME49_237160
1_6288: TGME49_237170
1_6289: TGME49_237180
1_6290: TGME49_237190
1_6291: TGME49_237195
1_6292: TGME49_237200
1_6293: TGME49_237210
1_6294: TGME49_237220
1_6295: TGME49_237230
1_6296: TGME49_237240
1_6297: TGME49_237250
1_6298: TGME49_237260
1_6299: TGME49_237270
1_6300: TGME49_237280
1_6301: TGME49_237290
1_6302: TGME49_237410
1_6303: TGME49_237425
1_6304: TGME49_237450
1_6305: TGME49_237460
1_6306: TGME49_237470
1_6307: TGME49_237480
1_6308: TGME49_237490
1_6309: TGME49_237500
1_6310: TGME49_237510
1_6311: TGME49_237520
1_6312: TGME49_237530
1_6313: TGME49_237540
1_6314: TGME49_237550
1_6315: TGME49_237560
1_6316: TGME49_237570
1_6317: TGME49_237585
1_6318: TGME49_237595
1_6319: TGME49_237600
1_6320: TGME49_275310
1_6321: TGME49_275320
1_6322: TGME49_275330
1_6323: TGME49_275350
1_6324: TGME49_275355
1_6325: TGME49_275360
1_6326: TGME49_275370
1_6327: TGME49_275380
1_6328: TGME49_275390
1_6329: TGME49_275400
1_6330: TGME49_275410
1_6331: TGME49_275420
1_6332: TGME49_275430
1_6333: TGME49_275440
1_6334: TGME49_275450
1_6335: TGME49_275460
1_6336: TGME49_275470
1_6337: TGME49_275480
1_6338: TGME49_275490
1_6339: TGME49_296640
1_6340: TGME49_301890
1_6341: TGME49_215885
1_6342: TGME49_215890
1_6343: TGME49_215895
1_6344: TGME49_215900
1_6345: TGME49_215910
1_6346: TGME49_215920
1_6347: TGME49_215930
1_6348: TGME49_215940
1_6349: TGME49_215950
1_6350: TGME49_215955
1_6351: TGME49_215960
1_6352: TGME49_215970
1_6353: TGME49_215980
1_6354: TGME49_215990
1_6355: TGME49_216000
1_6356: TGME49_216010
1_6357: TGME49_216020
1_6358: TGME49_216030
1_6359: TGME49_216040
1_6360: TGME49_216050
1_6361: TGME49_216053
1_6362: TGME49_216055
1_6363: TGME49_216060
1_6364: TGME49_216070
1_6365: TGME49_216080
1_6366: TGME49_216090
1_6367: TGME49_216120
1_6368: TGME49_216130
1_6369: TGME49_216140
1_6370: TGME49_216150
1_6371: TGME49_216155
1_6372: TGME49_216160
1_6373: TGME49_216170
1_6374: TGME49_216180
1_6375: TGME49_216190
1_6376: TGME49_216200
1_6377: TGME49_216210
1_6378: TGME49_216220
1_6379: TGME49_216230
1_6380: TGME49_216240
1_6381: TGME49_216250
1_6382: TGME49_216260
1_6383: TGME49_216270
1_6384: TGME49_216275
1_6385: TGME49_216280
1_6386: TGME49_216285
1_6387: TGME49_216290
1_6388: TGME49_216335
1_6389: TGME49_216370
1_6390: TGME49_216375
1_6391: TGME49_216380
1_6392: TGME49_216390
1_6393: TGME49_216400
1_6394: TGME49_216410
1_6395: TGME49_216415
1_6396: TGME49_216420
1_6397: TGME49_216430
1_6398: TGME49_216435
1_6399: TGME49_216440
1_6400: TGME49_216450
1_6401: TGME49_216460
1_6402: TGME49_216470
1_6403: TGME49_216480
1_6404: TGME49_216490
1_6405: TGME49_216500
1_6406: TGME49_216510
1_6407: TGME49_216530
1_6408: TGME49_216540
1_6409: TGME49_216560
1_6410: TGME49_216580
1_6411: TGME49_216585
1_6412: TGME49_216590
1_6413: TGME49_216600
1_6414: TGME49_216610
1_6415: TGME49_216620
1_6416: TGME49_216630
1_6417: TGME49_216640
1_6418: TGME49_216650
1_6419: TGME49_216660
1_6420: TGME49_216670
1_6421: TGME49_216680
1_6422: TGME49_216700
1_6423: TGME49_216710
1_6424: TGME49_216720
1_6425: TGME49_216730
1_6426: TGME49_216740
1_6427: TGME49_216750
1_6428: TGME49_216760
1_6429: TGME49_216770
1_6430: TGME49_216780
1_6431: TGME49_216785
1_6432: TGME49_216790
1_6433: TGME49_216800
1_6434: TGME49_216810
1_6435: TGME49_216820
1_6436: TGME49_216830
1_6437: TGME49_216840
1_6438: TGME49_216850
1_6439: TGME49_216860
1_6440: TGME49_216870
1_6441: TGME49_216875
1_6442: TGME49_216880
1_6443: TGME49_216890
1_6444: TGME49_216900
1_6445: TGME49_216910
1_6446: TGME49_216920
1_6447: TGME49_216930
1_6448: TGME49_216940
1_6449: TGME49_216950
1_6450: TGME49_216960
1_6451: TGME49_216965
1_6452: TGME49_216970
1_6453: TGME49_216980
1_6454: TGME49_216990
1_6455: TGME49_217000
1_6456: TGME49_217010
1_6457: TGME49_217020
1_6458: TGME49_217030
1_6459: TGME49_217040
1_6460: TGME49_217050
1_6461: TGME49_217160
1_6462: TGME49_217170
1_6463: TGME49_217178
1_6464: TGME49_217182
1_6465: TGME49_217220
1_6466: TGME49_219348
1_6467: TGME49_298590
1_6468: TGME49_298600
1_6469: TGME49_298610
1_6470: TGME49_298620
1_6471: TGME49_298630
1_6472: TGME49_306860
1_6473: TGME49_306870
1_6474: TGME49_306880
1_6475: TGME49_306890
1_6476: TGME49_306895
1_6477: TGME49_306900
1_6478: TGME49_306910
1_6479: TGME49_306920
1_6480: TGME49_306930
1_6481: TGME49_306940
1_6482: TGME49_306950
1_6483: TGME49_306960
1_6484: TGME49_306970
1_6485: TGME49_306980
1_6486: TGME49_306990
1_6487: TGME49_307000
1_6488: TGME49_307010
1_6489: TGME49_307015
1_6490: TGME49_307020
1_6491: TGME49_307030
1_6492: TGME49_307040
1_6493: TGME49_307045
1_6494: TGME49_307050
1_6495: TGME49_307060
1_6496: TGME49_307070
1_6497: TGME49_307080
1_6498: TGME49_307090
1_6499: TGME49_307260
1_6500: TGME49_307270
1_6501: TGME49_308580
1_6502: TGME49_308590
1_6503: TGME49_308810
1_6504: TGME49_308820
1_6505: TGME49_308830
1_6506: TGME49_308840
1_6507: TGME49_308850
1_6508: TGME49_308860
1_6509: TGME49_308870
1_6510: TGME49_308880
1_6511: TGME49_308890
1_6512: TGME49_308920
1_6513: TGME49_308930
1_6514: TGME49_308940
1_6515: TGME49_308945
1_6516: TGME49_308950
1_6517: TGME49_308960
1_6518: TGME49_308965
1_6519: TGME49_308970
1_6520: TGME49_308980
1_6521: TGME49_308990
1_6522: TGME49_309000
1_6523: TGME49_309010
1_6524: TGME49_309020
1_6525: TGME49_309025
1_6526: TGME49_309030
1_6527: TGME49_309040
1_6528: TGME49_309050
1_6529: TGME49_309060
1_6530: TGME49_309070
1_6531: TGME49_309080
1_6532: TGME49_309090
1_6533: TGME49_309095
1_6534: TGME49_309100
1_6535: TGME49_309110
1_6536: TGME49_309120
1_6537: TGME49_309130
1_6538: TGME49_309140
1_6539: TGME49_309150
1_6540: TGME49_309160
1_6541: TGME49_309170
1_6542: TGME49_309180
1_6543: TGME49_309185
1_6544: TGME49_309190
1_6545: TGME49_309195
1_6546: TGME49_309200
1_6547: TGME49_309210
1_6548: TGME49_309220
1_6549: TGME49_309230
1_6550: TGME49_309240
1_6551: TGME49_309250
1_6552: TGME49_309265
1_6553: TGME49_309280
1_6554: TGME49_309290
1_6555: TGME49_309300
1_6556: TGME49_309330
1_6557: TGME49_309352
1_6558: TGME49_309370
1_6559: TGME49_309380
1_6560: TGME49_309390
1_6561: TGME49_309400
1_6562: TGME49_309405
1_6563: TGME49_309410
1_6564: TGME49_309420
1_6565: TGME49_309530
1_6566: TGME49_309540
1_6567: TGME49_309550
1_6568: TGME49_309560
1_6569: TGME49_309570
1_6570: TGME49_309580
1_6571: TGME49_309590
1_6572: TGME49_309600
1_6573: TGME49_309610
1_6574: TGME49_309720
1_6575: TGME49_309730
1_6576: TGME49_309740
1_6577: TGME49_309752
1_6578: TGME49_309760
1_6579: TGME49_309770
1_6580: TGME49_309780
1_6581: TGME49_309790
1_6582: TGME49_309800
1_6583: TGME49_309810
1_6584: TGME49_309820
1_6585: TGME49_309830
1_6586: TGME49_309840
1_6587: TGME49_309850
1_6588: TGME49_309860
1_6589: TGME49_309865
1_6590: TGME49_309870
1_6591: TGME49_309880
1_6592: TGME49_309885
1_6593: TGME49_309890
1_6594: TGME49_309910
1_6595: TGME49_309920
1_6596: TGME49_309930
1_6597: TGME49_309940
1_6598: TGME49_309950
1_6599: TGME49_309960
1_6600: TGME49_309980
1_6601: TGME49_309990
1_6602: TGME49_310000
1_6603: TGME49_310005
1_6604: TGME49_310010
1_6605: TGME49_310020
1_6606: TGME49_310030
1_6607: TGME49_310040
1_6608: TGME49_310045
1_6609: TGME49_310050
1_6610: TGME49_310055
1_6611: TGME49_310060
1_6612: TGME49_310070
1_6613: TGME49_310080
1_6614: TGME49_310090
1_6615: TGME49_310100
1_6616: TGME49_310110
1_6617: TGME49_310118
1_6618: TGME49_310122
1_6619: TGME49_310130
1_6620: TGME49_310140
1_6621: TGME49_310150
1_6622: TGME49_310160
1_6623: TGME49_310170
1_6624: TGME49_310173
1_6625: TGME49_310177
1_6626: TGME49_310180
1_6627: TGME49_310190
1_6628: TGME49_310200
1_6629: TGME49_310210
1_6630: TGME49_310215
1_6631: TGME49_310220
1_6632: TGME49_310230
1_6633: TGME49_310235
1_6634: TGME49_310240
1_6635: TGME49_310250
1_6636: TGME49_310260
1_6637: TGME49_310270
1_6638: TGME49_310275
1_6639: TGME49_310280
1_6640: TGME49_310290
1_6641: TGME49_310300
1_6642: TGME49_310310
1_6643: TGME49_310320
1_6644: TGME49_310330
1_6645: TGME49_310340
1_6646: TGME49_310350
1_6647: TGME49_310360
1_6648: TGME49_310370
1_6649: TGME49_310380
1_6650: TGME49_310390
1_6651: TGME49_310400
1_6652: TGME49_310410
1_6653: TGME49_310420
1_6654: TGME49_310430
1_6655: TGME49_310440
1_6656: TGME49_310450
1_6657: TGME49_310455
1_6658: TGME49_310460
1_6659: TGME49_310470
1_6660: TGME49_310480
1_6661: TGME49_310490
1_6662: TGME49_310500
1_6663: TGME49_310510
1_6664: TGME49_310515
1_6665: TGME49_310520
1_6666: TGME49_310530
1_6667: TGME49_310560
1_6668: TGME49_310570
1_6669: TGME49_310580
1_6670: TGME49_310590
1_6671: TGME49_310600
1_6672: TGME49_310610
1_6673: TGME49_310620
1_6674: TGME49_310630
1_6675: TGME49_310640
1_6676: TGME49_310650
1_6677: TGME49_310660
1_6678: TGME49_310670
1_6679: TGME49_310680
1_6680: TGME49_310690
1_6681: TGME49_310700
1_6682: TGME49_310710
1_6683: TGME49_310720
1_6684: TGME49_310730
1_6685: TGME49_310740
1_6686: TGME49_310750
1_6687: TGME49_310760
1_6688: TGME49_310770
1_6689: TGME49_310780
1_6690: TGME49_310790
1_6691: TGME49_310798
1_6692: TGME49_310802
1_6693: TGME49_310810
1_6694: TGME49_310820
1_6695: TGME49_310830
1_6696: TGME49_310840
1_6697: TGME49_310850
1_6698: TGME49_310860
1_6699: TGME49_310870
1_6700: TGME49_310885
1_6701: TGME49_310900
1_6702: TGME49_310910
1_6703: TGME49_310920
1_6704: TGME49_310930
1_6705: TGME49_310940
1_6706: TGME49_310950
1_6707: TGME49_310960
1_6708: TGME49_310970
1_6709: TGME49_310990
1_6710: TGME49_311000
1_6711: TGME49_311010
1_6712: TGME49_311020
1_6713: TGME49_311030
1_6714: TGME49_311040
1_6715: TGME49_311050
1_6716: TGME49_311060
1_6717: TGME49_311070
1_6718: TGME49_311075
1_6719: TGME49_311080
1_6720: TGME49_311090
1_6721: TGME49_311100
1_6722: TGME49_311110
1_6723: TGME49_311140
1_6724: TGME49_311150
1_6725: TGME49_311155
1_6726: TGME49_311160
1_6727: TGME49_311170
1_6728: TGME49_311180
1_6729: TGME49_311210
1_6730: TGME49_311220
1_6731: TGME49_311230
1_6732: TGME49_311240
1_6733: TGME49_311250
1_6734: TGME49_311260
1_6735: TGME49_311270
1_6736: TGME49_311280
1_6737: TGME49_311290
1_6738: TGME49_311300
1_6739: TGME49_311310
1_6740: TGME49_311320
1_6741: TGME49_311335
1_6742: TGME49_311360
1_6743: TGME49_311370
1_6744: TGME49_311375
1_6745: TGME49_311380
1_6746: TGME49_311390
1_6747: TGME49_311400
1_6748: TGME49_311410
1_6749: TGME49_311420
1_6750: TGME49_311425
1_6751: TGME49_311430
1_6752: TGME49_311440
1_6753: TGME49_311450
1_6754: TGME49_311460
1_6755: TGME49_311470
1_6756: TGME49_311480
1_6757: TGME49_311485
1_6758: TGME49_311490
1_6759: TGME49_311500
1_6760: TGME49_311510
1_6761: TGME49_311625
1_6762: TGME49_311640
1_6763: TGME49_311650
1_6764: TGME49_311660
1_6765: TGME49_311670
1_6766: TGME49_311680
1_6767: TGME49_311690
1_6768: TGME49_311700
1_6769: TGME49_311710
1_6770: TGME49_311720
1_6771: TGME49_311730
1_6772: TGME49_311740
1_6773: TGME49_311750
1_6774: TGME49_311755
1_6775: TGME49_311760
1_6776: TGME49_311765
1_6777: TGME49_311770
1_6778: TGME49_311780
1_6779: TGME49_311790
1_6780: TGME49_311800
1_6781: TGME49_311810
1_6782: TGME49_311815
1_6783: TGME49_311820
1_6784: TGME49_311830
1_6785: TGME49_311840
1_6786: TGME49_311850
1_6787: TGME49_311860
1_6788: TGME49_311870
1_6789: TGME49_311880
1_6790: TGME49_311890
1_6791: TGME49_311905
1_6792: TGME49_311920
1_6793: TGME49_312050
1_6794: TGME49_312065
1_6795: TGME49_312075
1_6796: TGME49_312090
1_6797: TGME49_312100
1_6798: TGME49_312105
1_6799: TGME49_312110
1_6800: TGME49_312120
1_6801: TGME49_312130
1_6802: TGME49_312140
1_6803: TGME49_312150
1_6804: TGME49_312160
1_6805: TGME49_312175
1_6806: TGME49_312190
1_6807: TGME49_312200
1_6808: TGME49_312210
1_6809: TGME49_312220
1_6810: TGME49_312230
1_6811: TGME49_312240
1_6812: TGME49_312245
1_6813: TGME49_312250
1_6814: TGME49_312260
1_6815: TGME49_312270
1_6816: TGME49_312280
1_6817: TGME49_312300
1_6818: TGME49_312310
1_6819: TGME49_312330
1_6820: TGME49_312340
1_6821: TGME49_312350
1_6822: TGME49_312360
1_6823: TGME49_312370
1_6824: TGME49_312380
1_6825: TGME49_312390
1_6826: TGME49_312400
1_6827: TGME49_312410
1_6828: TGME49_312420
1_6829: TGME49_312430
1_6830: TGME49_312435
1_6831: TGME49_312440
1_6832: TGME49_312445
1_6833: TGME49_312450
1_6834: TGME49_312460
1_6835: TGME49_312470
1_6836: TGME49_312480
1_6837: TGME49_312490
1_6838: TGME49_312500
1_6839: TGME49_312510
1_6840: TGME49_312520
1_6841: TGME49_312530
1_6842: TGME49_312540
1_6843: TGME49_312560
1_6844: TGME49_312570
1_6845: TGME49_312580
1_6846: TGME49_312590
1_6847: TGME49_312600
1_6848: TGME49_312618
1_6849: TGME49_312622
1_6850: TGME49_312630
1_6851: TGME49_312635
1_6852: TGME49_312640
1_6853: TGME49_312650
1_6854: TGME49_312660
1_6855: TGME49_312670
1_6856: TGME49_312680
1_6857: TGME49_312690
1_6858: TGME49_312700
1_6859: TGME49_312820
1_6860: TGME49_312830
1_6861: TGME49_312840
1_6862: TGME49_312850
1_6863: TGME49_312860
1_6864: TGME49_312875
1_6865: TGME49_312905
1_6866: TGME49_312930
1_6867: TGME49_312940
1_6868: TGME49_312950
1_6869: TGME49_312960
1_6870: TGME49_312970
1_6871: TGME49_312980
1_6872: TGME49_312990
1_6873: TGME49_313000
1_6874: TGME49_313010
1_6875: TGME49_313020
1_6876: TGME49_313025
1_6877: TGME49_313030
1_6878: TGME49_313040
1_6879: TGME49_313050
1_6880: TGME49_313055
1_6881: TGME49_313060
1_6882: TGME49_313070
1_6883: TGME49_313080
1_6884: TGME49_313090
1_6885: TGME49_313100
1_6886: TGME49_313110
1_6887: TGME49_313120
1_6888: TGME49_313130
1_6889: TGME49_313140
1_6890: TGME49_313150
1_6891: TGME49_313160
1_6892: TGME49_313180
1_6893: TGME49_313190
1_6894: TGME49_313200
1_6895: TGME49_313210
1_6896: TGME49_313220
1_6897: TGME49_313230
1_6898: TGME49_313235
1_6899: TGME49_313240
1_6900: TGME49_313250
1_6901: TGME49_313270
1_6902: TGME49_313273
1_6903: TGME49_313277
1_6904: TGME49_313280
1_6905: TGME49_313290
1_6906: TGME49_313300
1_6907: TGME49_313305
1_6908: TGME49_313310
1_6909: TGME49_313318
1_6910: TGME49_313322
1_6911: TGME49_313330
1_6912: TGME49_313340
1_6913: TGME49_313350
1_6914: TGME49_313360
1_6915: TGME49_313370
1_6916: TGME49_313380
1_6917: TGME49_313385
1_6918: TGME49_313390
1_6919: TGME49_313400
1_6920: TGME49_313410
1_6921: TGME49_313418
1_6922: TGME49_313422
1_6923: TGME49_313430
1_6924: TGME49_313440
1_6925: TGME49_313445
1_6926: TGME49_313450
1_6927: TGME49_313460
1_6928: TGME49_313470
1_6929: TGME49_313475
1_6930: TGME49_313480
1_6931: TGME49_313495
1_6932: TGME49_313510
1_6933: TGME49_313520
1_6934: TGME49_313530
1_6935: TGME49_313540
1_6936: TGME49_313550
1_6937: TGME49_313560
1_6938: TGME49_313570
1_6939: TGME49_313580
1_6940: TGME49_313590
1_6941: TGME49_313600
1_6942: TGME49_313630
1_6943: TGME49_313640
1_6944: TGME49_313650
1_6945: TGME49_313660
1_6946: TGME49_313665
1_6947: TGME49_313670
1_6948: TGME49_313673
1_6949: TGME49_313677
1_6950: TGME49_313680
1_6951: TGME49_313690
1_6952: TGME49_313700
1_6953: TGME49_313710
1_6954: TGME49_313725
1_6955: TGME49_313740
1_6956: TGME49_313750
1_6957: TGME49_313760
1_6958: TGME49_313770
1_6959: TGME49_313775
1_6960: TGME49_313780
1_6961: TGME49_313790
1_6962: TGME49_313810
1_6963: TGME49_313820
1_6964: TGME49_313830
1_6965: TGME49_313840
1_6966: TGME49_313848
1_6967: TGME49_313852
1_6968: TGME49_313860
1_6969: TGME49_313870
1_6970: TGME49_313880
1_6971: TGME49_313890
1_6972: TGME49_313900
1_6973: TGME49_313910
1_6974: TGME49_313930
1_6975: TGME49_313940
1_6976: TGME49_313950
1_6977: TGME49_313960
1_6978: TGME49_313970
1_6979: TGME49_313980
1_6980: TGME49_313990
1_6981: TGME49_314000
1_6982: TGME49_314020
1_6983: TGME49_314030
1_6984: TGME49_314038
1_6985: TGME49_314042
1_6986: TGME49_314055
1_6987: TGME49_314070
1_6988: TGME49_314080
1_6989: TGME49_314090
1_6990: TGME49_314100
1_6991: TGME49_314110
1_6992: TGME49_314220
1_6993: TGME49_314240
1_6994: TGME49_314250
1_6995: TGME49_314260
1_6996: TGME49_314265
1_6997: TGME49_314267
1_6998: TGME49_314270
1_6999: TGME49_314280
1_7000: TGME49_314295
1_7001: TGME49_314310
1_7002: TGME49_314320
1_7003: TGME49_314330
1_7004: TGME49_314340
1_7005: TGME49_314350
1_7006: TGME49_314358
1_7007: TGME49_314362
1_7008: TGME49_314370
1_7009: TGME49_314390
1_7010: TGME49_314400
1_7011: TGME49_314410
1_7012: TGME49_314415
1_7013: TGME49_314418
1_7014: TGME49_314422
1_7015: TGME49_314430
1_7016: TGME49_314440
1_7017: TGME49_314450
1_7018: TGME49_314460
1_7019: TGME49_314470
1_7020: TGME49_314480
1_7021: TGME49_314482
1_7022: TGME49_314485
1_7023: TGME49_314487
1_7024: TGME49_314490
1_7025: TGME49_314500
1_7026: TGME49_314515
1_7027: TGME49_314530
1_7028: TGME49_314540
1_7029: TGME49_314550
1_7030: TGME49_314560
1_7031: TGME49_314570
1_7032: TGME49_314670
1_7033: TGME49_314680
1_7034: TGME49_314690
1_7035: TGME49_314695
1_7036: TGME49_314700
1_7037: TGME49_314710
1_7038: TGME49_314715
1_7039: TGME49_314720
1_7040: TGME49_314730
1_7041: TGME49_314740
1_7042: TGME49_314750
1_7043: TGME49_314760
1_7044: TGME49_314770
1_7045: TGME49_314780
1_7046: TGME49_314790
1_7047: TGME49_314800
1_7048: TGME49_314810
1_7049: TGME49_314820
1_7050: TGME49_314830
1_7051: TGME49_314840
1_7052: TGME49_314850
1_7053: TGME49_314860
1_7054: TGME49_314875
1_7055: TGME49_314885
1_7056: TGME49_314890
1_7057: TGME49_314900
1_7058: TGME49_314910
1_7059: TGME49_314920
1_7060: TGME49_314955
1_7061: TGME49_314970
1_7062: TGME49_315080
1_7063: TGME49_315090
1_7064: TGME49_315100
1_7065: TGME49_315110
1_7066: TGME49_315120
1_7067: TGME49_315123
1_7068: TGME49_315127
1_7069: TGME49_315130
1_7070: TGME49_315140
1_7071: TGME49_315150
1_7072: TGME49_315160
1_7073: TGME49_315165
1_7074: TGME49_315170
1_7075: TGME49_315190
1_7076: TGME49_315210
1_7077: TGME49_315220
1_7078: TGME49_315230
1_7079: TGME49_315240
1_7080: TGME49_315250
1_7081: TGME49_315260
1_7082: TGME49_315270
1_7083: TGME49_315280
1_7084: TGME49_315290
1_7085: TGME49_315300
1_7086: TGME49_315310
1_7087: TGME49_315320
1_7088: TGME49_315330
1_7089: TGME49_315340
1_7090: TGME49_315345
1_7091: TGME49_315350
1_7092: TGME49_315360
1_7093: TGME49_315370
1_7094: TGME49_315380
1_7095: TGME49_315390
1_7096: TGME49_315400
1_7097: TGME49_315410
1_7098: TGME49_315420
